,energy1,correlation1,dissimilarity1,homogeneity1,contrast1,energy2,correlation2,dissimilarity2,homogeneity2,contrast2,energy3,correlation3,dissimilarity3,homogeneity3,contrast3,energy4,correlation4,dissimilarity4,homogeneity4,contrast4
0,0.03152125859780576,0.27944186298739837,49.28653846153846,0.03205715041987669,3915.687820512821,0.031807033232269785,0.03061226952685504,57.82972972972973,0.029933507664336615,5261.836486486487,0.13494790661584938,0.9999999999999998,0.0,1.0,0.0,0.13494790661584938,0.9999999999999998,0.0,1.0,0.0
0,0.03068899795791237,0.265035200991348,49.569871794871794,0.037242785846630856,3889.273717948718,0.031271449906503074,0.018487956935602293,57.48243243243243,0.02537366228713949,5194.264864864866,0.12973831835660582,0.9999999999999998,0.0,1.0,0.0,0.12973831835660582,0.9999999999999998,0.0,1.0,0.0
0,0.030080431299102737,0.2612221716794915,51.18782051282051,0.0301082964863174,4175.376282051282,0.030667042480838427,-0.0585387234357766,62.8168918918919,0.02516310226300653,5993.119594594595,0.12969013551538913,1.0,0.0,1.0,0.0,0.12969013551538913,1.0,0.0,1.0,0.0
0,0.02983352891851307,0.29100883636920355,52.64230769230769,0.029418923091105095,4385.21282051282,0.030696801869190667,-0.0888661272811137,66.33513513513513,0.021038532032611322,6690.052702702703,0.12673791855636576,0.9999999999999999,0.0,1.0,0.0,0.12673791855636576,0.9999999999999999,0.0,1.0,0.0
0,0.0609749843620211,0.9757886460676517,5.760897435897436,0.2735457410572361,72.50576923076923,0.05150226756799866,0.9582568817971011,9.72635135135135,0.15513776254552297,172.1858108108108,0.15130422581672992,1.0000000000000002,0.0,1.0,0.0,0.15130422581672992,1.0000000000000002,0.0,1.0,0.0
0,0.04729709421973517,0.9393503062107602,13.033333333333333,0.1864102718200942,428.01923076923083,0.04239023551718412,0.8117356434176076,21.264864864864865,0.130891993212271,1353.5608108108108,0.13386093530227555,1.0,0.0,1.0,0.0,0.13386093530227555,1.0,0.0,1.0,0.0
0,0.059811505361176284,0.8185777441882249,12.676282051282051,0.2502675099142097,716.2403846153848,0.05128017827300075,0.3359305741736132,25.789189189189198,0.14941108699132533,2655.5932432432437,0.175209695793355,1.0,0.0,1.0,0.0,0.175209695793355,1.0,0.0,1.0,0.0
0,0.04732315083408141,0.9412859758010084,8.887179487179486,0.20769339102940143,194.57307692307694,0.04230398876350954,0.7816585924777022,16.07162162162162,0.13012239491205974,713.1027027027028,0.13555153540259143,1.0,0.0,1.0,0.0,0.13555153540259143,1.0,0.0,1.0,0.0
0,0.03259790291049005,0.2909558887501347,43.348717948717955,0.04192887945340935,3018.93076923077,0.03227721868242212,-0.05157864982286134,53.84391891891892,0.02932635183383363,4484.292567567568,0.14136333948375726,1.0,0.0,1.0,0.0,0.14136333948375726,1.0,0.0,1.0,0.0
0,0.0307825825731871,0.2713190951602789,46.425000000000004,0.038169963003939135,3519.2865384615384,0.03088953905584449,-0.01563141116273964,56.1195945945946,0.028895385060866113,4916.773648648649,0.13243512562760684,1.0,0.0,1.0,0.0,0.13243512562760684,1.0,0.0,1.0,0.0
0,0.03063539268038082,0.26413836072907343,47.705769230769235,0.03290740308455863,3652.482692307692,0.031212998547165128,-0.08256360552143412,59.05337837837838,0.02463919133483747,5361.031756756757,0.13336392878136125,1.0000000000000002,0.0,0.9999999999999999,0.0,0.13336392878136125,1.0000000000000002,0.0,0.9999999999999999,0.0
0,0.03029821102076019,0.2758323430218191,49.0051282051282,0.031516572324632564,3869.907692307692,0.030845168136522508,-0.043357718203359916,59.71418918918919,0.020060248369562578,5550.431756756757,0.13056966531319592,1.0,0.0,1.0,0.0,0.13056966531319592,1.0,0.0,1.0,0.0
0,0.05617667256463243,0.9352781711191026,11.878846153846153,0.1707687654131374,276.76602564102564,0.05405405405405406,0.8942943762475585,15.74864864864865,0.11440513301788699,457.1310810810811,0.19099860928813067,1.0,0.0,1.0,0.0,0.19099860928813067,1.0,0.0,1.0,0.0
0,0.06554154119805775,0.8785453072973903,13.99294871794872,0.23412456464117667,684.9314102564103,0.056085151268776036,0.5807017995379435,26.533108108108106,0.16404659913508732,2414.108783783784,0.17887451956609132,1.0000000000000002,0.0,1.0,0.0,0.17887451956609132,1.0000000000000002,0.0,1.0,0.0
0,0.058778940442808465,0.8970474997755993,9.480128205128205,0.2263623807606538,261.5147435897436,0.05071620001296001,0.7103979767511701,15.752702702702704,0.15485422354221837,737.2675675675675,0.17320057014917706,0.9999999999999998,0.0,1.0,0.0,0.17320057014917706,0.9999999999999998,0.0,1.0,0.0
0,0.044614647798218755,0.8338944781810841,19.447435897435895,0.16216534698007934,1142.1499999999999,0.04041647683442752,0.4874731816537118,37.207432432432434,0.1063830864630006,3605.122297297297,0.1455190064905612,1.0,0.0,0.9999999999999998,0.0,0.1455190064905612,1.0,0.0,0.9999999999999998,0.0
