,energy1,correlation1,dissimilarity1,homogeneity1,contrast1,energy2,correlation2,dissimilarity2,homogeneity2,contrast2,energy3,correlation3,dissimilarity3,homogeneity3,contrast3,energy4,correlation4,dissimilarity4,homogeneity4,contrast4
0,0.08214735695622712,0.43799010893371654,20.415510204081635,0.20962991929591437,1497.195918367347,0.058544284329939876,-0.0208743005801213,29.000851063829785,0.10848090882480622,2511.48,0.2348650676452333,1.0,0.0,1.0,0.0,0.2348650676452333,1.0,0.0,1.0,0.0
0,0.04569970612988867,0.8665662615110408,10.73918367346939,0.2030711441981884,407.9097959183673,0.04097498933518543,0.6507196085039955,17.17276595744681,0.14908282968498304,1084.4280851063832,0.15353540308345826,1.0,0.0,1.0,0.0,0.15353540308345826,1.0,0.0,1.0,0.0
0,0.0752017971020657,0.4368055975624657,21.704081632653065,0.19406244221345648,1830.041224489796,0.05566178666955201,-0.040971748037361734,33.60127659574468,0.11054154811195369,3490.9051063829784,0.22676719339445908,1.0,0.0,1.0,0.0,0.22676719339445908,1.0,0.0,1.0,0.0
0,0.18885569174162317,0.947615735586251,11.684489795918367,0.4555338338427937,984.5334693877551,0.15739964791103242,0.7564933473149551,31.74255319148936,0.33380987125962247,4514.928936170212,0.31030256202616185,1.0,0.0,1.0,0.0,0.31030256202616185,1.0,0.0,1.0,0.0
0,0.027416907140810885,0.29591432575265825,44.83632653061225,0.041289777841588764,3291.482857142858,0.027127450979590174,0.00042274556906764536,54.71489361702128,0.028198075305028176,4673.39744680851,0.13428447415840744,1.0,0.0,1.0000000000000002,0.0,0.13428447415840744,1.0,0.0,1.0000000000000002,0.0
0,0.029171540220743898,0.25956565385482927,42.21673469387755,0.030834657101679694,2887.56693877551,0.029296875707333626,-0.04663049509035171,50.52340425531914,0.03457292017614476,4049.1421276595747,0.14499213771787764,0.9999999999999999,0.0,1.0,0.0,0.14499213771787764,0.9999999999999999,0.0,1.0,0.0
0,0.0702752368402479,0.9560758248213663,8.371020408163265,0.21520286923245438,145.63224489795917,0.053339368905506036,0.7539384738928989,20.094468085106385,0.12397646517346901,791.9327659574468,0.17378515471696654,0.9999999999999999,0.0,1.0,0.0,0.17378515471696654,0.9999999999999999,0.0,1.0,0.0
0,0.04821857771631791,0.8211109821000171,14.682857142857141,0.1791415894745126,657.3351020408163,0.044467576094002155,0.6180313162015852,20.670212765957448,0.1318933520439899,1425.3,0.1733389742671855,1.0,0.0,1.0,0.0,0.1733389742671855,1.0,0.0,1.0,0.0
0,0.10911021751810022,0.9982062304860723,3.071428571428571,0.42024277749983285,21.764489795918365,0.10630635538438381,0.9967210977348163,4.078723404255319,0.3758726571662673,39.941702127659575,0.21210035360649448,0.9999999999999999,0.0,1.0000000000000002,0.0,0.21210035360649448,0.9999999999999999,0.0,1.0000000000000002,0.0
0,0.02624969010745066,0.24969102490346276,46.68857142857142,0.03434136295437028,3443.894285714286,0.02660170146057495,-0.09474145761489781,57.34085106382978,0.023401228408608275,5078.108510638298,0.13219742811416565,1.0,0.0,0.9999999999999998,0.0,0.13219742811416565,1.0,0.0,0.9999999999999998,0.0
